id_cliente,cliente,genero,idade,contato,fonte,produto_interesse,forma_pagamento,entrada_pct,fez_test_drive,data_interesse,etapa,motivo_insucesso,temperatura,data_ultimo_contato
CLI000168,Gabriela Moreira Dias,Feminino,52,(21) 99336-2712,Google Ads,T-Cross,Financiamento,25,Sim,03/22/2024,Negociação,,Morno,04/04/2024
CLI000169,Fernanda Santos,Feminino,54,(47) 97142-3002,Instagram,Polo,À Vista,,Não,30/03/2024,Agendamento,,Morno,12/04/2024
CLI000170,Vitória Cardoso,Feminino,44,(11) 93756-1696,Instagram,Polo,Financiamento,20,Não,09/03/2024,Insucesso,Crédito Negado,Frio,21/04/2024
CLI000171,Ricardo Carvalho Mendes,Masculino,59,(61) 99926-9660,Instagram,Polo,Financiamento,15,Não,21/03/2024,Insucesso,Financeiro,Frio,11/05/2024
CLI000172,Camila Santos,Feminino,67,(85) 99242-5061, WhatsApp  ,Virtus,Financiamento,30,Sim,23/03/2024,Negociação,,Quente,21/04/2024
CLI000173,Henrique Barros,Masculino,58,(12) 96232-7676,Loja Física,Saveiro,Financiamento,30,Não,31/03/2024,Primeiro Contato,,Frio,06/04/2024
CLI000174,MARINA REZENDE,Feminino,29,(32) 97246-3267,Indicação,Taos,Financiamento,20,Não,29/03/2024,Agendamento,,Frio,11/04/2024
CLI000175,Beatriz Moreira Monteiro,Feminino,37,(31) 97002-9026,OLX,T-Cross,Financiamento,15,Sim,18/03/2024,Sucesso,,Quente,19/04/2024
CLI000176,Fernanda Pereira,Feminino,43,(27) 99910-7978,Instagram,T-Cross,Financiamento,30,Não,16/03/2024,Insucesso,Financeiro,Frio,29/02/2024
CLI000177,leonardo barbosa,Masculino,36,(85) 98186-6987,Instagram,Polo,Financiamento,30,Não,13/03/2024,Insucesso,Comprou em Outra Concessionária,Frio,20/04/2024
CLI000178,Sabrina Almeida Cardoso,Feminino,46,(16) 95603-7452,Instagram,Saveiro,Financiamento,25,Não,30/03/2024,Primeiro Contato,,Frio,04/04/2024
CLI000179,Helena Pereira,Feminino,34,(71) 92016-4210,Loja Física,Saveiro,À Vista,20,Não,02/03/2024,Interesse Futuro,,Morno,05/06/2024
CLI000180,Gustavo Gonçalves,Masculino,29,(17) 99965-4442,WhatsApp,Polo,Financiamento,40,Não,11/03/2024,Insucesso,Contato Sem Sucesso,Frio,10/04/2024
CLI000181,Felipe Ferreira Araújo,Masculino,54,(11) 96448-7243,Site,Taos,Financiamento,30,Sim,24/03/2024,Negociação,,Quente,10/04/2024
CLI000182,Renan Barros,Masculino,24,(12) 98110-2562,Site,T-Cross,Financiamento,25,Não,17/03/2024,Primeiro Contato,,Morno,24/03/2024
CLI000183,Luana Soares,Feminino,53,(51) 96552-2691,Google Ads,Polo,Financiamento,30,Não,17/03/2024,Agendamento,,Morno,22/03/2024
CLI000184,Tatiane Souza,Feminino,70,(62) 94226-8518,Google Ads,Tiguan Allspace,Financiamento,20,Não,02/03/2024,Primeiro Contato,,Frio,05/03/2024
CLI000185,Valentina Oliveira,Fem,34,(24) 91797-9648,Google Ads,Polo,À Vista,,Sim,26/03/2024,Sucesso,,Quente,21/04/2024
CLI000186,Rodrigo Ramos,Masculino,47,(15) 94436-1254,Instagram,Saveiro,Financiamento,50,Não,15/03/2024,Interesse Futuro,,Morno,13/03/2024
CLI000187,Marcelo Rezende,Masculino,43,(19) 96330-1602,Instagram,T-Cross,Financiamento,15,Sim,25/03/2024,Negociação,,Frio,17/03/2024
CLI000188,Henrique Santana Freitas,Masculino,57,(15) 98337-7844,WhatsApp,Nivus,Financiamento,40,Sim,11/03/2024,Insucesso,Contato Sem Sucesso,Morno,21/03/2024
CLI000189,Natália Rodrigues Almeida,Feminino,33,(21) 96210-0760,WhatsApp,Virtus,À Vista,,Sim,03/03/2024,Negociação,,Quente,18/03/2024
CLI000190,Tatiane Alves,Feminino,47,(62) 96594-9525,Facebook Ads,Saveiro,Financiamento,15,Sim,17/03/2024,Sucesso,,Quente,14/04/2024
CLI000191,Marcos Teixeira,Masculino,37,(24) 92713-7622,WhatsApp,Polo,Financiamento,40,Sim,18/03/2024,Sucesso,,Quente,04/07/2024
CLI000192,Lucas Carvalho Costa,Masculino,65,(51) 91447-5055,OLX,Polo,Financiamento,40,Sim,26/03/2024,Sucesso,,Quente,25/04/2024
CLI000193,Gabriel Barbosa Ferreira,Masculino,38,(13) 94098-7881,Instagram,Saveiro,Financiamento,25,Sim,01/03/2024,Sucesso,,Quente,03/04/2024
CLI000194,Gabriela Lopes,Feminino,28,(21) 95699-8050,Site,Polo,Financiamento,10,Sim,25/03/2024,Sucesso,,Quente,08/04/2024
CLI000195,Pedro Silva Lima,Masculino,42,(48) 93395-3679,Indicação,Saveiro,Financiamento,40,Sim,08/03/2024,Primeiro Contato,,Morno,10/03/2024
CLI000196,Helena Carvalho,Feminino,68,(12) 96771-2733,Loja Física,T-Cross,Financiamento,35,Não,13/03/2024,Insucesso,Financeiro,Frio,12/04/2024
CLI000197,Patrícia Castro,Feminino,65,(61) 97734-6945,Site,Nivus,À Vista,,Não,05/03/2024,Primeiro Contato,,Morno,09/03/2024
CLI000198,Laura Almeida Santos,Feminino,44,(24) 99879-7742,Site,T-Cross,Financiamento,25,Sim,2024-03-27,Negociação,,Quente,10/04/2024
CLI000199,Felipe Teixeira,Masculino,50,(17) 92142-0036,Indicação,T-Cross,Financiamento,25,Não,28/03/2024,Interesse Futuro,,Frio,08/05/2024
CLI000200,Marcelo Melo Santos,Masculino,39,(27) 95547-9420,WhatsApp,Tiguan Allspace,À Vista,,Não,18/03/2024,Primeiro Contato,,Morno,23/03/2024
CLI000201,Marcelo Martins,Masculino,36,(16) 97253-2626,Site,T-Cross,À Vista,,Não,27/03/2024,Insucesso,Comprou no Particular,Frio,22/04/2024
CLI000202,Renata Nascimento,Feminino,43,(47) 92955-6727,Google Ads,Nivus,À Vista,,Sim,06/03/2024,Sucesso,,Quente,16/04/2024
CLI000203,Laura Castro Duarte,Feminino,46,(13) 96304-5844,Site,Nivus,Financiamento,20,Sim,19/03/2024,Agendamento,,Frio,27/03/2024
CLI000204,Marcelo Moreira,Masculino,35,(51) 99122-9987,Instagram,T-Cross,Financiamento,35,Sim,22/03/2024,Negociação,,Quente,10/04/2024
CLI000205,Vinícius Duarte Melo,Masculino,27,(47) 95034-2489,WhatsApp,Saveiro,Financiamento,25,Não,25/03/2024,Interesse Futuro,,Morno,02/05/2024
CLI000206,Sabrina Nunes,Feminino,56,(19) 95441-6417,Indicação,Polo,À Vista,,Sim,13/03/2024,Sucesso,,Quente,04/08/2024
CLI000207,Ana Ramos,Feminino,40,(11) 96188-8893,WhatsApp,Virtus,Financiamento,,Não,21/03/2024,Primeiro Contato,,Frio,27/03/2024
CLI000208,Fernando Monteiro Mendes,Masculino,53,(51) 99750-3068,Instagram,Saveiro,À Vista,,Não,23/03/2024,Primeiro Contato,,Frio,29/03/2024
CLI000209,Felipe Ribeiro Moraes,Masculino,46,(16) 98832-2145,Google Ads,T-Cross,À Vista,,Sim,21/03/2024,Sucesso,,Morno,01/05/2024
CLI000210,Mariana Gonçalves,Feminino,19,(27) 98143-6784,Instagram,Amarok,Financiamento,50,Não,15/03/2024,Primeiro Contato,,Morno,18/03/2024
CLI000211,Eduardo Moreira Nunes,Masculino,54,(32) 93496-9035,Instagram,Saveiro,Financiamento,15,Não,01/03/2024,Primeiro Contato,,Frio,08/03/2024
CLI000212,Leonardo Santos Andrade,Masculino,24,(85) 91622-3884,Instagram,T-Cross,Financiamento,20,Não,08/03/2024,Negociação,,Quente,16/03/2024
CLI000213,Renan Nunes,Masculino,42,(51) 95760-1925,OLX,Virtus,Financiamento,30,Não,22/03/2024,Interesse Futuro,,Frio,06/07/2024
CLI000214,Luana Teixeira,Feminino,29,(15) 97469-4133,Site,Saveiro,Financiamento,25,Não,14/03/2024,SUCESSO ,,Quente,22/03/2024
CLI000215,Laura Ribeiro Ramos,Feminino,35,(19) 94123-2842,Google Ads,Amarok,À Vista,,Sim,26/03/2024,Agendamento,,Frio,09/04/2024
CLI000216,Letícia Rocha Barbosa,M,36,(41) 95640-2819,Site,Polo,Financiamento,50,Sim,18/03/2024,Interesse Futuro,,Morno,12/04/2024
CLI000217,Natália Gonçalves Lopes,Feminino,40,(12) 96352-1972,Facebook Ads,Nivus,À Vista,,Sim,28/03/2024,Sucesso,,Quente,09/05/2024
CLI000218,Henrique Gonçalves,Masculino,35,1198877-66,Instagram,Saveiro,Financiamento,30,Sim,30/03/2024,Negociação,,Quente,10/04/2024
CLI000219,Bianca Batista,Feminino,43,(51) 95941-5545,Site,Polo,À Vista,,Não,19/03/2024,Interesse Futuro,,Morno,15/04/2024
CLI000220,Eduarda Martins,Feminino,57,(16) 94728-8039,Loja Física,Polo,Financiamento,25,Não,12/03/2024,Primeiro Contato,,Morno,18/03/2024
CLI000221,Ricardo Ferreira,Masculino,44,(16) 93168-9690,Indicação,Nivus,Financiamento,30,Sim,13/03/2024,Sucesso,,Quente,25/04/2024
CLI000222,Vanessa Pereira,Feminino,29,(21) 91314-5491,WhatsApp,Nivus,À Vista,,Sim,17/03/2024,Interesse Futuro,,Frio,26/06/2024
CLI000223,Marcelo Ramos Rocha,Masculino,67,(31) 97130-6530,Indicação,Polo,Financiamento,25,Não,03/16/2024,Primeiro Contato,,Morno,17/03/2024
CLI000224,Rafael Rezende Moraes,Masculino,15,(12) 93409-8068,WhatsApp,Polo,Financiamento,30,Sim,12/03/2024,Sucesso,,Quente,25/04/2024
CLI001463,Patrícia Santana,Feminino,44,(51) 93213-3434,Site,Saveiro,À Vista,,Não,21/05/2025,Negociação,,Morno,16/06/2025
CLI000225,Eduardo Silva,Masculino,39,(12) 95728-6903,Google Ads,Tiguan Allspace,Financiamento,20,Sim,03/03/2024,Sucesso,,Quente,15/04/2024
CLI000226,Caio Monteiro,Masculino,34,(15) 93028-0490,Facebook Ads,Taos,Financiamento,30,Não,02/03/2024,Negociação,,Quente,12/03/2024
CLI000227,Gabriel Alves,Masculino,65,(12) 96258-9047,Loja Física,Polo,Financiamento,25,Não,11/03/2024,Insucesso,Financeiro,Frio,19/04/2024
CLI000228,Sabrina Soares,Feminino,45,(47) 93591-3052,WhatsApp,T-Cross,Financiamento,40,Sim,04/03/2024,SUCESSO ,,Quente,20/03/2024
CLI000229,Vanessa Gonçalves Moraes,Feminino,40,(17) 95015-4580,Site,Tiguan Allspace,Financiamento,20,Não,13/03/2024,Primeiro Contato,,Frio,17/03/2024
CLI000230,Leonardo Nunes Duarte,Masculino,30,(19) 91443-9974,Facebook Ads,Nivus,Financiamento,25,Sim,25/03/2024,Agendamento,Crédito Negado,Morno,08/04/2024
CLI000231,Camila Teixeira Ferreira,Feminino,37,(11) 99034-9231,Facebook Ads,Polo,Financiamento,25,Não,27/03/2024,Insucesso,Comprou em Outra Concessionária,Frio,13/04/2024
CLI000232,Gustavo Silva,Masculino,59,(11) 92536-2088,Google Ads,Virtus,Financiamento,25,Não,13/03/2024,Primeiro Contato,,Frio,17/03/2024
CLI000233,Bruna Santana Moraes,Feminino,25,(47) 93902-9765,Google Ads,T-Cross,Financiamento,50,Não,24/03/2024,Agendamento,,Quente,07/04/2024
CLI000234,Isabela Costa,Feminino,22,(85) 96776-1948,Indicação,Saveiro,À Vista,,Sim,03/03/2024,Interesse Futuro,,Quente,26/05/2024
CLI000235,Rafael Soares,Masculino,27,(61) 91299-1396,WhatsApp,T-Cross,À Vista,,,25/03/2024,Primeiro Contato,,Frio,27/03/2024
CLI000236,Laura Ramos,Feminino,35,(41) 92525-6436,Indicação,Nivus,Financiamento,40,Sim,03/29/2024,Agendamento,,Morno,07/04/2024
CLI000237,Caio Moreira Santos,Masculino,27,(41) 95652-8762,Indicação,Polo,Financiamento,25,Sim,22/03/2024,Negociação,,Quente,12/04/2024
CLI000238,Sabrina Moreira Rodrigues,Feminino,28,(27) 94241-2523,Google Ads,Tiguan Allspace,À Vista,,Não,29/03/2024,Primeiro Contato,,Frio,31/03/2024
CLI000239,Isabela Moreira,Feminino,49,(51) 93599-6343,Instagram,Tiguan Allspace,Financiamento,30,Não,10/03/2024,Agendamento,Comprou no Particular,Morno,12/03/2024
CLI000240,Thiago Barbosa,Masculino,42,(27) 98522-0211,Google Ads,Polo,À Vista,,Sim,14/03/2024,Insucesso,Comprou em Outra Concessionária,Frio,28/03/2024
CLI000241,Tatiane Soares,M,29,(11) 91882-4325,Indicação,Amarok,À Vista,,Não,24/03/2024,Interesse Futuro,,Frio,29/06/2024
CLI000242,Eduardo Almeida Pereira,Masculino,63,(31) 94510-7196,Instagram,Saveiro,Financiamento,35,Sim,16/03/2024,Negociação,,Morno,12/04/2024
CLI000243,Beatriz Alves Melo,Feminino,46,(27) 96547-6279,Facebook Ads,Polo,Financiamento,,Sim,05/03/2024,Insucesso,Comprou em Outra Concessionária,Morno,27/04/2024
CLI000244,André Gonçalves,Masculino,41,(48) 94459-8347,Site,Saveiro,Financiamento,10,Não,23/03/2024,Interesse Futuro,,Frio,09/05/2024
CLI000245,Henrique Oliveira Souza,Masculino,24,(21) 92395-6060,Google Ads,T-Cross,Financiamento,50,Sim,17/04/2024,Agendamento,,Morno,26/04/2024
CLI000246,Camila Nascimento,Feminino,28,(47) 93238-4132,Loja Física,Polo,Financiamento,,Sim,15/04/2024,Sucesso,,Morno,29/05/2024
CLI000247,Marcos Ferreira Costa,Masculino,39,(27) 98312-8098,Instagram,T-Cross,Financiamento,20,Sim,01/04/2024,Primeiro Contato,,Morno,07/04/2024
CLI000248,Bruno Batista,Masculino,38,(15) 98776-4925,Loja Física,T-Cross,Financiamento,40,Não,20/04/2024,Insucesso,Comprou em Outra Concessionária,Morno,16/06/2024
CLI000249,Gabriel Lopes Araújo,Masculino,37,(11) 99801-9691,WhatsApp,Virtus,Financiamento,35,Não,06/04/2024,Primeiro Contato,,Quente,08/04/2024
CLI000250,Isabela Ribeiro,Feminino,32,(47) 98105-7664,Site,T-Cross,Financiamento,25,Não,28/04/2024,Insucesso,Comprou no Particular,Frio,11/06/2024
CLI000251,Carlos Gomes,Masculino,74,(61) 93918-9228,Instagram,Polo,À Vista,,Sim,15/04/2024,Sucesso,,Morno,21/05/2024
CLI000252,Murilo Souza,Masculino,37,(19) 95364-4043,Google Ads,Saveiro,Financiamento,30,Sim,16/04/2024,Agendamento,,Frio,20/04/2024
CLI000253,Laura Teixeira Duarte,Feminino,65,(15) 96888-5687,Site,Polo,Financiamento,35,Não,15/04/2024,Primeiro Contato,,Quente,21/04/2024
CLI000254,Isabela Gomes Soares,Feminino,53,(47) 91770-5719,Loja Física,Polo,Financiamento,15,Não,28/04/2024,Agendamento,,Morno,29/04/2024
CLI000255,Marina Barros,Feminino,45,(21) 98750-1118,Loja Física,Polo,À Vista,,Sim,09/04/2024,Sucesso,,Morno,23/05/2024
CLI000256,Vinícius Gomes Soares,Masculino,43,(24) 91309-1866,Facebook Ads,Nivus,Financiamento,30,Não,15/04/2024,Primeiro Contato,,Quente,18/04/2024
CLI000257,Guilherme Melo,Masculino,40,(12) 93618-0442,Loja Física,Virtus,Financiamento,25,Sim,28/04/2024,Negociação,,Morno,01/05/2024
CLI000258,Leonardo Silva,Masculino,44,(17) 96405-7048,WhatsApp,Amarok,Financiamento,15,Não,12/04/2024,Primeiro Contato,,Frio,15/04/2024
CLI000259,Letícia Teixeira,Feminino,65,(13) 96930-9929,Instagram,Nivus,Financiamento,25,Não,22/04/2024,Insucesso,Crédito Negado,Morno,25/05/2024
CLI000260,Fernando Costa Ribeiro,Masculino,46,(24) 96082-2391,WhatsApp,T-Cross,À Vista,,Sim,09/04/2024,Negociação,,Morno,28/04/2024
CLI000261,Diego Carvalho,Masculino,45,(61) 94833-1195,WhatsApp,Polo,Financiamento,30,Não,05/04/2024,primeiro contato,,Morno,09/04/2024
CLI000262,Valentina Araújo,Feminino,39,(41) 92368-6100,Google Ads,T-Cross,Financiamento,20,Não,18/04/2024,Agendamento,,Morno,27/04/2024
CLI000263,Mateus Teixeira,Masculino,23,(85) 91384-4964,WhatsApp,Polo,Financiamento,10,Sim,03/04/2024,Sucesso,,Quente,27/04/2024
CLI000264,Bianca Ramos,Feminino,33,(47) 91224-2224,Instagram,Saveiro,À Vista,,Não,04/18/2024,Interesse Futuro,,Morno,07/24/2024
CLI000265,Júlia Castro Freitas,Feminino,37,(24) 93065-2123,Google Ads,Nivus,Financiamento,35,Não,01/04/2024,Insucesso,Produto Indisponível,Frio,17/04/2024
CLI000266,Leonardo Santos,Masculino,34,(12) 94296-8141,Loja Física,Virtus,Financiamento,30,Sim,14/04/2024,Sucesso,,Quente,18/05/2024
CLI000267,Samuel Silva,Masculino,38,9988-7766,Indicação,T-Cross,Financiamento,40,Sim,21/04/2024,Primeiro Contato,,Frio,26/04/2024
CLI000268,Felipe Rodrigues,Masculino,60,(11) 93564-5205,Google Ads,T-Cross,Financiamento,25,Não,24/04/2024,Insucesso,Crédito Negado,Frio,26/04/2024
CLI000269,Natália Nunes,Feminino,35,(27) 95725-0015,Facebook Ads,T-Cross,Financiamento,35,Sim,07/04/2024,Agendamento,,Quente,08/04/2024
CLI000270,Carolina Oliveira Almeida,Feminino,59,(21) 9999,Facebook Ads,Virtus,À Vista,,Não,11/04/2024,Primeiro Contato,,Morno,12/04/2024
CLI000271,Ricardo Monteiro Batista,Masculino,34,(17) 99064-3430,Indicação,Polo,Financiamento,20,Não,16/04/2024,Interesse Futuro,,Morno,11/08/2024
CLI000272,Ana Alves Lima,Feminino,62,(12) 92313-9675,Instagram,Nivus,Financiamento,25,Não,22/04/2024,Negociação,,Quente,15/05/2024
CLI001969,Mateus Silva,Masculino,48,(51) 92820-8131,WhatsApp,T-Cross,À Vista,,Não,29/10/2025,Negociação,,Quente,08/11/2025
CLI000273,Gabriela Nascimento,Feminino,34,(47) 99456-0292,WhatsApp,Polo,Financiamento,30,Não,02/04/2024,Insucesso,Produto Indisponível,Frio,26/05/2024
CLI000274,Fernando Costa,Masculino,35,(21) 91390-2557,Google Ads,Polo,Financiamento,20,Sim,04/04/2024,Agendamento,,Quente,13/04/2024
CLI000275,Fernanda Moraes,Feminino,42,(61) 99005-4310,Google Ads,Virtus,Financiamento,15,Não,26/04/2024,Primeiro Contato,,Frio,07/04/2024
CLI000276,Laura Alves,Feminino,30,(15) 91881-4287,Indicação,Virtus,Financiamento,35,Sim,29/04/2024,SUCESSO ,,Quente,13/06/2024
CLI000277,FELIPE DIAS,Masculino,41,(61) 99281-4149,Google Ads,Tiguan Allspace,Financiamento,35,Não,30/04/2024,Insucesso,Financeiro,Frio,26/05/2024
CLI000278,Vitor Batista Nunes,Masculino,54,(51) 93845-9432,Google Ads,Saveiro,Financiamento,20,Não,25/04/2024,Primeiro Contato,,Quente,19/04/2024
CLI000279,Bruno Santana,Masculino,62,(21) 9999,OLX,Amarok,Financiamento,10,Sim,04/04/2024,Sucesso,,Morno,23/04/2024
CLI000280,Beatriz Nunes,Feminino,41,(21) 95689-4243,Instagram,T-Cross,Financiamento,15,Sim,08/04/2024,Negociação,,Quente,12/04/2024
CLI000281,Beatriz Barbosa,Feminino,34,(11) 91397-3594,WhatsApp,Nivus,Financiamento,25,Sim,23/04/2024,Negociação,,Quente,22/05/2024
CLI000282,Mateus Batista,Masculino,55,(32) 96501-3755,WhatsApp,Polo,Financiamento,20,Sim,10/04/2024,Insucesso,Contato Sem Sucesso,Morno,15/05/2024
CLI000283,Ricardo Santana,Masculino,45,(11) 94688-4728,Google Ads,T-Cross,Financiamento,15,Sim,12/04/2024,Sucesso,,Quente,05/25/2024
CLI000284,Sofia Lopes Santos,M,34,(21) 93930-3850,WhatsApp,T-Cross,Financiamento,20,Não,23/04/2024,Interesse Futuro,,Frio,27/07/2024
CLI000285,Bruna Freitas Barbosa,Feminino,24,(62) 94240-1995,WhatsApp,T-Cross,Financiamento,10,,25/04/2024,Negociação,,Quente,30/04/2024
CLI000286,Bruno Cardoso Costa,Masculino,35,(62) 96686-2794,Instagram,Virtus,Financiamento,25,Não,24/04/2024,Insucesso,Produto Indisponível,Morno,06/05/2024
CLI000287,Carolina Dias,Feminino,38,(81) 97846-8256,Loja Física,Virtus,À Vista,,Sim,09/04/2024,Insucesso,Crédito Negado,Frio,17/05/2024
CLI000288,João Rocha Rezende,Masculino,50,(11) 94648-4514,Instagram,T-Cross,À Vista,,Sim,24/04/2024,agendamento,,Morno,28/04/2024
CLI000289,Bruna Lima Souza,Feminino,56,(27) 98100-4879,Instagram,Nivus,Financiamento,35,Sim,24/04/2024,Agendamento,,Frio,26/04/2024
CLI000290,Daniel Silva,Masculino,63,(85) 92527-9899,WhatsApp,Nivus,Financiamento,35,Não,14/04/2024,Insucesso,Contato Sem Sucesso,Frio,20/04/2024
CLI001821,Renan Rocha,Masculino,18,(62) 92807-3566,Site,Saveiro,À Vista,,Sim,06/04/2024,Agendamento,,Quente,14/04/2024
CLI000292,Felipe Nunes,Masculino,50,(16) 97753-8580,Instagram,Saveiro,Financiamento,10,Não,13/04/2024,Insucesso,Contato Sem Sucesso,Frio,22/05/2024
CLI000293,Vitor Barros,Masculino,47,(11) 95170-9317,OLX,T-Cross,Financiamento,20,Não,20/04/2024,Insucesso,Crédito Negado,Morno,02/05/2024
CLI000294,Daniel Teixeira Rodrigues,Masculino,24,(85) 94728-4913,Site,T-Cross,Financiamento,40,Não,02/04/2024,Primeiro Contato,,Frio,04/04/2024
CLI000295,Lucas Batista Ramos,Masculino,36,(11) 99011-0801,Site,T-Cross,À Vista,,Não,08/04/2024,Interesse Futuro,,Morno,29/04/2024
CLI000296,Eduardo Mendes,Masculino,61,(16) 98923-2356,OLX,Virtus,À Vista,,Não,25/04/2024,Primeiro Contato,,Frio,30/04/2024
CLI000297,Rafael Cardoso,Masculino,48,(13) 94451-6539,Google Ads,T-Cross,Financiamento,30,Sim,04/04/2024,Negociação,,Quente,07/04/2024
CLI000298,Gabriel Duarte Martins,Masculino,42,(71) 96353-9566,Instagram,Nivus,Financiamento,20,Sim,02/04/2024,Agendamento,,Quente,16/04/2024
CLI000299,Rafaela Ferreira Rocha,Feminino,44,(62) 92755-2856,Google Ads,Taos,Financiamento,15,Sim,04/04/2024,Primeiro Contato,,Frio,11/04/2024
CLI000300,Mariana Carvalho Santos,Feminino,56,(48) 97567-9333,Google Ads,Saveiro,Financiamento,20,Sim,06/04/2024,Negociação,,Quente,27/04/2024
CLI000301,Gabriel Almeida Nascimento,Masculino,46,(81) 94453-6413,Loja Física,T-Cross,Financiamento,20,Sim,10/04/2024,Agendamento,,Quente,11/04/2024
CLI000302,Patrícia Gonçalves Moreira,Feminino,35,(11) 93225-3110,Facebook Ads,Polo,Financiamento,20,Não,11/04/2024,Insucesso,,Morno,21/04/2024
CLI000303,Lucas Nascimento,Masculino,36,(19) 92372-5788,WhatsApp,Nivus,Financiamento,50,Sim,13/04/2024,Interesse Futuro,,Frio,23/04/2024
CLI000304,Guilherme Santos Moraes,Masculino,43,(11) 91674-8219,Google Ads,Nivus,Financiamento,30,Sim,28/04/2024,Sucesso,,Quente,20/05/2024
CLI000305,Vanessa Castro,Feminino,37,(62) 97135-4177,Google Ads,Saveiro,Financiamento,35,Sim,11/04/2024,Insucesso,Comprou em Outra Concessionária,Frio,05/06/2024
CLI000306,André Lima Dias,Masculino,38,(11) 94508-5279,Site,Polo,À Vista,,Não,23/04/2024,Insucesso,Produto Indisponível,Frio,06/05/2024
CLI000307,Sabrina Gonçalves,Feminino,68,(11) 96461-9488,Indicação,Polo,À Vista,,Sim,07/04/2024,Sucesso,,Quente,11/04/2024
CLI000308,Helena Ramos Castro,Feminino,30,(51) 97505-5412,Indicação,Nivus,Financiamento,30,Não,21/04/2024,Insucesso,Financeiro,Frio,24/05/2024
CLI000309,Felipe Gomes,Masculino,37,(16) 95481-7329,Google Ads,Polo,À Vista,,Sim,26/04/2024,Sucesso,,Quente,09/05/2024
CLI000310,Isabela Batista,Feminino,34,(31) 99128-0345,Facebook Ads,Polo,Financiamento,30,Sim,2024-04-07,Agendamento,,Morno,2024-04-17
CLI000311,Mariana Monteiro,Feminino,28,(15) 96350-7231,WhatsApp,Nivus,À Vista,,Sim,29/04/2024,Agendamento,,Morno,14/05/2024
CLI000312,Camila Ramos,Feminino,29,(32) 91540-2369,OLX,Nivus,Financiamento,30,Não,14/04/2024,Insucesso,Contato Sem Sucesso,Frio,26/04/2024
CLI000313,Renata Cardoso,Feminino,33,(12) 93071-5205,Instagram,T-Cross,Financiamento,25,Sim,05/04/2024,Negociação,,Quente,16/04/2024
CLI000314,Ricardo Costa Oliveira,Masculino,43,(11) 92435-8408,Google Ads,T-Cross,Financiamento,25,Não,19/04/2024,Primeiro Contato,,Frio,23/04/2024
CLI000315,André Nunes Castro,Masculino,65,(19) 97330-6652,WhatsApp,T-Cross,Financiamento,35,Sim,16/04/2024,Sucesso,,Quente,07/05/2024
CLI000316,Valentina Castro Almeida,Feminino,41,(51) 94941-3172,Site,Polo,À Vista,,Não,09/04/2024,Agendamento,,Morno,16/04/2024
CLI000317,Murilo Gonçalves Monteiro,Masculino,34,(71) 94770-4755,Instagram,Amarok,À Vista,,Não,13/04/2024,Insucesso,Produto Indisponível,Frio,28/05/2024
CLI000318,Daniel Alves,Masculino,61,(19) 92502-7759,Google Ads,Saveiro,À Vista,,Sim,24/04/2024,Insucesso,Financeiro,Frio,12/06/2024
CLI000319,Vanessa Moraes,Feminino,27,(41) 99391-0722,Loja Física,Nivus,Financiamento,25,Não,13/04/2024,Primeiro Contato,,Morno,13/04/2024
CLI000320,Carolina Souza,Feminino,49,(85) 96215-8891,Instagram,Amarok,À Vista,,Sim,04/26/2024,Insucesso,Comprou no Particular,Morno,06/22/2024
CLI000321,Ana Rodrigues Araújo,Feminino,50,(41) 95346-8109,Facebook Ads,Virtus,Financiamento,35,Não,01/04/2024,Primeiro Contato,,Frio,06/04/2024
CLI000322,Bianca Andrade,,68,(17) 94916-1306,Site,Polo,À Vista,,Não,22/04/2024,Primeiro Contato,,Frio,29/04/2024
CLI000323,Carolina Barbosa,Feminino,29,(21) 91749-6895,Instagram,Polo,Financiamento,20,Sim,21/04/2024,Primeiro Contato,Produto Indisponível,Frio,22/04/2024
